Index,Type,Research Activity,Regional Coverage,Size,Institution,T1 - University Rules/Policies/Regulations,T2 - Center for Teaching & Learning,T3 - AI Institute/Initiative/Center/Hub/AI@U,T4 - Library/Library Guides,T5 - Academic Integrity/Honor Code,T6 - AI Steering Committee/Task Force,T7 - Other Relevant Links,all-links,mean_A,mean_B,mean_C,mean_D,alpha_overall,pairwise_overall,alpha_domain_aggregated,ACAI_equal,ACAI_equal_drop_k1,mean_A_drop_k1,mean_B_drop_k1,mean_C_drop_k1,mean_D_drop_k1,ACAI_equal_drop_k2,mean_A_drop_k2,mean_B_drop_k2,mean_C_drop_k2,mean_D_drop_k2,ACAI_equal_drop_k3,mean_A_drop_k3,mean_B_drop_k3,mean_C_drop_k3,mean_D_drop_k3,ACAI_indicators,ACAI_indicators_drop_k1,ACAI_indicators_drop_k2,ACAI_indicators_drop_k3,ACAI_policy_heavy,ACAI_policy_heavy_drop_k1,ACAI_policy_heavy_drop_k2,ACAI_policy_heavy_drop_k3,ACAI_teaching_heavy,ACAI_teaching_heavy_drop_k1,ACAI_teaching_heavy_drop_k2,ACAI_teaching_heavy_drop_k3,rank_equal,rank_equal_drop_k1,rank_change_equal_k1,rank_equal_drop_k2,rank_change_equal_k2,rank_equal_drop_k3,rank_change_equal_k3,max_abs_rank_change_equal,rank_indicators,rank_indicators_drop_k1,rank_change_indicators_k1,rank_indicators_drop_k2,rank_change_indicators_k2,rank_indicators_drop_k3,rank_change_indicators_k3,max_abs_rank_change_indicators,rank_policy_heavy,rank_policy_heavy_drop_k1,rank_change_policy_heavy_k1,rank_policy_heavy_drop_k2,rank_change_policy_heavy_k2,rank_policy_heavy_drop_k3,rank_change_policy_heavy_k3,max_abs_rank_change_policy_heavy,rank_teaching_heavy,rank_teaching_heavy_drop_k1,rank_change_teaching_heavy_k1,rank_teaching_heavy_drop_k2,rank_change_teaching_heavy_k2,rank_teaching_heavy_drop_k3,rank_change_teaching_heavy_k3,max_abs_rank_change_teaching_heavy
U64,Teaching-Oriented/Liberal Arts,-,South,~1k students,Southern Wesleyan University,- https://libguides.swu.edu/ai,- https://libguides.swu.edu/ai ,,- https://libguides.swu.edu/ai ,- https://libguides.swu.edu/c.php?g=1412131&p=10458938,,,"- https://libguides.swu.edu/ai
- https://libguides.swu.edu/c.php?g=1412131&p=10458938",1.0,0.75,0.2222222222222222,0.16666666666666666,0.7212334990112768,0.6969696969696969,0.8199404761904763,53.47222222222222,51.5625,1.0,0.6875,0.25,0.125,54.16666666666667,1.0,0.75,0.16666666666666666,0.25,54.6875,1.0,0.8125,0.25,0.125,54.54545454545454,52.27272727272727,54.54545454545454,56.81818181818182,42.12962962962963,40.625,43.05555555555556,42.70833333333333,57.77777777777777,55.00000000000001,58.33333333333333,60.0,54.5,57.5,3.0,50.5,-4.0,46.5,-8.0,8.0,52.5,55.0,2.5,53.5,1.0,41.5,-11.0,11.0,64.0,62.0,-2.0,63.5,-0.5,57.0,-7.0,7.0,51.5,55.0,3.5,49.0,-2.5,38.5,-13.0,13.0
U65,Teaching-Oriented/Liberal Arts,-,South,~2k students,Davidson College,- https://www.davidson.edu/ai ,,"- https://www.davidson.edu/ai
- https://davidson.libguides.com/generative-ai/home ","- https://davidson.libguides.com/generative-ai/citing-ai
- https://davidson.libguides.com/generative-ai/home ",- https://www.davidson.edu/ai,,"- https://support.ti.davidson.edu/hc/en-us/articles/33964136234903-Getting-Started-with-Amplify-Gen-AI-at-Davidson-College 
- https://support.ti.davidson.edu/hc/en-us/articles/33964433768215-Amplify-Gen-AI-Advanced-Use-Guide-for-Davidson-College 
- https://support.ti.davidson.edu/hc/en-us/articles/33874438596247-Getting-Started-with-Google-Gemini-at-Davidson-College ","- https://www.davidson.edu/ai
- https://davidson.libguides.com/generative-ai/home
- https://davidson.libguides.com/generative-ai/citing-ai
- https://support.ti.davidson.edu/hc/en-us/articles/33964136234903-Getting-Started-with-Amplify-Gen-AI-at-Davidson-College
- https://support.ti.davidson.edu/hc/en-us/articles/33964433768215-Amplify-Gen-AI-Advanced-Use-Guide-for-Davidson-College
- https://support.ti.davidson.edu/hc/en-us/articles/33874438596247-Getting-Started-with-Google-Gemini-at-Davidson-College",1.0,0.75,0.27777777777777773,0.08333333333333333,0.4818021484688151,0.5151515151515151,0.7084865196078431,52.77777777777778,44.27083333333333,1.0,0.6875,0.08333333333333333,0.0,61.979166666666664,1.0,0.9375,0.41666666666666663,0.125,52.08333333333333,1.0,0.625,0.3333333333333333,0.125,54.54545454545454,45.45454545454545,65.9090909090909,52.27272727272727,41.203703703703695,30.90277777777778,50.34722222222222,42.36111111111111,57.22222222222222,49.16666666666667,68.33333333333333,54.16666666666667,57.0,67.0,10.0,37.5,-19.5,53.5,-3.5,19.5,52.5,65.5,13.0,26.5,-26.0,54.5,2.0,26.0,65.0,71.0,6.0,49.0,-16.0,58.0,-7.0,16.0,53.5,63.0,9.5,25.0,-28.5,56.5,3.0,28.5
U66,Teaching-Oriented/Liberal Arts,-,South,~2k students,Rhodes College,"- https://catalog.rhodes.edu/educational-program/academic-regulations 
- https://sites.rhodes.edu/sites/sites/files/2025-03/Artificial_Intelligence_Guidelines.pdf ",- https://sites.rhodes.edu/faculty-development-and-mentoring/support-teaching ,- https://sites.rhodes.edu/sites/sites/files/2025-03/Artificial_Intelligence_Guidelines.pdf ,- https://libguides.rhodes.edu/GenerativeAI ,- https://catalog.rhodes.edu/educational-program/academic-regulations ,,- https://sites.rhodes.edu/sites/sites/files/2023-12/Rhodes_AI_Pamphlet_Part_1.pdf ,"- https://catalog.rhodes.edu/educational-program/academic-regulations
- https://sites.rhodes.edu/sites/sites/files/2025-03/Artificial_Intelligence_Guidelines.pdf
- https://sites.rhodes.edu/faculty-development-and-mentoring/support-teaching
- https://libguides.rhodes.edu/GenerativeAI
- https://sites.rhodes.edu/sites/sites/files/2023-12/Rhodes_AI_Pamphlet_Part_1.pdf",0.6666666666666666,0.625,0.2222222222222222,0.4166666666666667,-0.08495238095238089,0.30303030303030304,-0.001052948255114261,48.26388888888889,57.29166666666667,0.875,0.625,0.16666666666666666,0.625,51.5625,0.5,0.8125,0.25,0.5,35.9375,0.625,0.4375,0.25,0.125,48.48484848484848,54.54545454545454,54.54545454545454,36.36363636363637,42.82407407407407,51.388888888888886,46.875,30.208333333333332,51.11111111111111,58.33333333333333,57.49999999999999,37.5,63.0,43.0,-20.0,61.5,-1.5,71.5,8.5,20.0,62.5,51.0,-11.5,53.5,-9.0,70.5,8.0,11.5,62.0,42.0,-20.0,58.0,-4.0,71.0,9.0,20.0,61.5,48.0,-13.5,50.5,-11.0,72.0,10.5,13.5
U67,Teaching-Oriented/Liberal Arts,-,South,~2k students,Wofford College,"- https://www.wofford.edu/about/ai-working-group 
- https://libguides.wofford.edu/AI 
- https://www.wofford.edu/Wofford.edu/Documents/student-experiences/campus-life/student-handbook.pdf 
- https://www.wofford.edu/wofford.edu/documents/student-experiences/campus-life/code-of-student-rights-and-responsibilities.pdf ",- https://www.wofford.edu/about/ai-working-group  ,- https://www.wofford.edu/about/ai-working-group,- https://libguides.wofford.edu/AI ,"- https://libguides.wofford.edu/AI   
- https://www.wofford.edu/about/ai-working-group 
- https://www.wofford.edu/Wofford.edu/Documents/student-experiences/campus-life/student-handbook.pdf 
- https://www.wofford.edu/wofford.edu/documents/student-experiences/campus-life/code-of-student-rights-and-responsibilities.pdf 
- https://www.wofford.edu/Wofford.edu/Documents/Diversity-and-Inclusion/HonorCode.pdf ","- https://www.wofford.edu/about/ai-working-group
- https://libguides.wofford.edu/c.php?g=1324410&p=9746687 ",,"- https://www.wofford.edu/about/ai-working-group
- https://libguides.wofford.edu/AI
- https://www.wofford.edu/Wofford.edu/Documents/student-experiences/campus-life/student-handbook.pdf
- https://www.wofford.edu/wofford.edu/documents/student-experiences/campus-life/code-of-student-rights-and-responsibilities.pdf
- https://www.wofford.edu/Wofford.edu/Documents/Diversity-and-Inclusion/HonorCode.pdf
- https://libguides.wofford.edu/c.php?g=1324410&p=9746687",0.9166666666666666,0.5416666666666666,0.3333333333333333,0.3333333333333333,0.3130172418709968,0.45454545454545453,0.5630227001194743,53.125,45.3125,0.875,0.4375,0.25,0.25,55.729166666666664,0.875,0.5625,0.41666666666666663,0.375,58.33333333333333,1.0,0.625,0.3333333333333333,0.375,51.515151515151516,43.18181818181818,54.54545454545454,56.81818181818182,46.52777777777777,38.54166666666667,50.34722222222222,50.69444444444444,53.33333333333334,45.0,55.833333333333336,59.166666666666664,56.0,65.5,9.5,48.0,-8.0,37.0,-19.0,19.0,57.0,69.0,12.0,53.5,-3.5,41.5,-15.5,15.5,52.0,65.0,13.0,49.0,-3.0,44.0,-8.0,13.0,57.0,69.0,12.0,58.5,1.5,42.5,-14.5,14.5
U68,Teaching-Oriented/Liberal Arts,-,West,~2k students,Occidental College,"- https://libguides.oxy.edu/c.php?g=1294909&p=9510697 
- https://www.oxy.edu/academics/library/research-support/ai-position-statement ",- https://libguides.oxy.edu/AI/faculty ,,"- https://www.oxy.edu/academics/library/research-support/academic-technology 
- https://libguides.oxy.edu/AI 
- https://www.oxy.edu/academics/library/research-support/ai-position-statement 
- https://libguides.oxy.edu/copyright_toolkit/AI ",- https://libguides.oxy.edu/AI/students ,,,"- https://libguides.oxy.edu/c.php?g=1294909&p=9510697
- https://www.oxy.edu/academics/library/research-support/ai-position-statement
- https://libguides.oxy.edu/AI/faculty
- https://www.oxy.edu/academics/library/research-support/academic-technology
- https://libguides.oxy.edu/AI
- https://libguides.oxy.edu/copyright_toolkit/AI
- https://libguides.oxy.edu/AI/students",0.5,0.5833333333333334,0.27777777777777773,0.3333333333333333,-0.10230758970254761,0.30303030303030304,-0.12018652226233484,42.36111111111111,27.083333333333336,0.25,0.5,0.08333333333333333,0.25,60.416666666666664,0.75,0.75,0.41666666666666663,0.5,39.58333333333333,0.5,0.5,0.3333333333333333,0.25,43.939393939393945,29.545454545454547,61.36363636363637,40.909090909090914,38.425925925925924,23.611111111111107,55.55555555555555,36.11111111111111,45.55555555555556,31.666666666666664,63.33333333333333,41.666666666666664,71.0,77.0,6.0,39.0,-32.0,67.0,-4.0,32.0,69.0,76.0,7.0,37.5,-31.5,67.0,-2.0,31.5,70.0,75.0,5.0,36.0,-34.0,65.0,-5.0,34.0,70.5,76.0,5.5,37.5,-33.0,68.0,-2.5,33.0
U69,Teaching-Oriented/Liberal Arts,-,West,~1k students,Reed College,"- https://www.reed.edu/ctl/reflect-generative-ai.html 
- https://www.reed.edu/governance/title-ix-policy/ ","- https://www.reed.edu/ctl/generative-ai.html 
- https://www.reed.edu/ctl/resources.html ",,- https://libguides.reed.edu/chatgpt,,,- https://www.reed.edu/academic_support/ ,"- https://www.reed.edu/ctl/reflect-generative-ai.html
- https://www.reed.edu/governance/title-ix-policy/
- https://www.reed.edu/ctl/generative-ai.html
- https://www.reed.edu/ctl/resources.html
- https://libguides.reed.edu/chatgpt
- https://www.reed.edu/academic_support/",0.8333333333333334,0.75,0.27777777777777773,0.3333333333333333,0.10044017607042821,0.39393939393939387,0.07503019323671523,54.861111111111114,57.291666666666664,1.0,0.875,0.41666666666666663,0.0,50.52083333333333,0.75,0.6875,0.08333333333333333,0.5,56.77083333333333,0.75,0.6875,0.3333333333333333,0.5,56.06060606060607,61.36363636363637,50.0,56.81818181818182,46.75925925925925,45.138888888888886,43.402777777777786,51.73611111111111,58.88888888888889,63.33333333333333,54.16666666666667,59.166666666666664,50.0,44.0,-6.0,64.0,14.0,39.0,-11.0,14.0,48.0,37.5,-10.5,62.0,14.0,41.5,-6.5,14.0,51.0,60.0,9.0,62.0,11.0,41.0,-10.0,11.0,47.0,38.5,-8.5,61.0,14.0,42.5,-4.5,14.0
U70,Teaching-Oriented/Liberal Arts,-,West,~2k students,Lewis & Clark College,"- https://www.lclark.edu/live/profiles/21485-generative-ai-and-use-of-college-data-policy 
- https://library.lclark.edu/ai 
- https://www.lclark.edu/information_technology/AI_Advisory_Group/index/ ",,,- https://library.lclark.edu/ai ,- https://library.lclark.edu/ai ,- https://www.lclark.edu/information_technology/AI_Advisory_Group/index/ ,,"- https://www.lclark.edu/live/profiles/21485-generative-ai-and-use-of-college-data-policy
- https://library.lclark.edu/ai
- https://www.lclark.edu/information_technology/AI_Advisory_Group/index/",0.6666666666666666,0.8333333333333334,0.611111111111111,0.5833333333333334,0.012023685127133366,0.45454545454545453,-0.2518656716417911,67.36111111111111,81.25,0.75,0.875,0.75,0.875,51.041666666666664,0.5,0.75,0.41666666666666663,0.375,69.79166666666666,0.75,0.875,0.6666666666666666,0.5,69.6969696969697,81.81818181818183,54.54545454545454,72.72727272727273,64.81481481481482,81.25,47.222222222222214,65.97222222222221,70.55555555555556,82.5,55.833333333333336,73.33333333333333,17.0,3.0,-14.0,63.0,46.0,16.0,-1.0,46.0,12.5,2.5,-10.0,53.5,41.0,13.0,0.5,41.0,13.5,1.0,-12.5,57.0,43.5,14.0,0.5,43.5,19.0,4.5,-14.5,58.5,39.5,16.5,-2.5,39.5
U71,Teaching-Oriented/Liberal Arts,-,West,~1k students,Westminster University,,,,- https://westminsteru.edu/academics/giovale-library/citation-resources.html ,,,,- https://westminsteru.edu/academics/giovale-library/citation-resources.html,0.5833333333333334,0.5416666666666666,0.4444444444444444,0.4166666666666667,-0.2606060606060605,0.27272727272727276,-0.32039711191335773,49.65277777777778,27.604166666666664,0.375,0.3125,0.16666666666666666,0.25,66.66666666666666,0.625,0.75,0.6666666666666666,0.625,54.6875,0.75,0.5625,0.5,0.375,49.99999999999999,27.27272727272727,68.18181818181817,54.54545454545454,47.4537037037037,25.34722222222222,65.97222222222221,51.041666666666664,50.55555555555554,28.333333333333332,68.33333333333333,55.00000000000001,60.0,76.0,16.0,21.0,-39.0,46.5,-13.5,39.0,59.0,77.5,18.5,19.5,-39.5,49.0,-10.0,39.5,50.0,74.0,24.0,15.5,-34.5,43.0,-7.0,34.5,63.0,78.0,15.0,25.0,-38.0,54.0,-9.0,38.0
U72,Teaching-Oriented/Liberal Arts,-,Midwest,~2k students,Grinnell College,,"- https://www.grinnell.edu/academics/centers-programs-resources/center-teaching-learning-assessment/teaching-resources
- https://www.grinnell.edu/sites/default/files/docs/2025-07/Grinnell%20Syllabus%20Design%20Guidelines_Version%207_7-14-25.pdf",,- https://grinnell.libguides.com/ai_in_library_tools,"- https://www.grinnell.edu/doc/academic-honesty-booklet   
- https://catalog.grinnell.edu/content.php?catoid=38&navoid=6372#honest-academic",,,"- https://www.grinnell.edu/academics/centers-programs-resources/center-teaching-learning-assessment/teaching-resources
- https://www.grinnell.edu/sites/default/files/docs/2025-07/Grinnell%20Syllabus%20Design%20Guidelines_Version%207_7-14-25.pdf
- https://grinnell.libguides.com/ai_in_library_tools
- https://www.grinnell.edu/doc/academic-honesty-booklet
- https://catalog.grinnell.edu/content.php?catoid=38&navoid=6372#honest-academic",0.5833333333333334,0.5,0.16666666666666666,0.08333333333333333,0.042735042735042694,0.3636363636363636,0.27485119047619033,33.333333333333336,43.22916666666667,0.75,0.6875,0.16666666666666666,0.125,30.208333333333332,0.625,0.5,0.08333333333333333,0.0,26.5625,0.375,0.3125,0.25,0.125,34.84848484848485,45.45454545454545,31.818181818181817,27.27272727272727,26.38888888888889,33.68055555555555,21.52777777777778,23.958333333333336,36.66666666666667,48.33333333333333,34.166666666666664,27.500000000000004,75.0,68.5,-6.5,75.0,0.0,78.0,3.0,6.5,75.0,65.5,-9.5,74.0,-1.0,77.5,2.5,9.5,75.0,68.5,-6.5,75.0,0.0,76.5,1.5,6.5,75.0,65.0,-10.0,74.0,-1.0,78.0,3.0,10.0
U73,Teaching-Oriented/Liberal Arts,-,Midwest,~2k students,Carleton College,"- https://www.carleton.edu/ai/policies/ 
- https://www.carleton.edu/its/services/generative-ai/",,- https://www.carleton.edu/ai/,- https://gouldguides.carleton.edu/c.php?g=146832&p=10719071,- https://www.carleton.edu/writing/plagiarism/plagiarism-and-ai/,- https://www.carleton.edu/ai/ai-coordinating-team/,- https://www.carleton.edu/writing/resources-for-faculty/working-with-ai/,"- https://www.carleton.edu/ai/policies/
- https://www.carleton.edu/its/services/generative-ai/
- https://www.carleton.edu/ai/
- https://gouldguides.carleton.edu/c.php?g=146832&p=10719071
- https://www.carleton.edu/writing/plagiarism/plagiarism-and-ai/
- https://www.carleton.edu/ai/ai-coordinating-team/
- https://www.carleton.edu/writing/resources-for-faculty/working-with-ai/",0.9166666666666666,0.75,0.38888888888888884,0.16666666666666666,0.3927849927849928,0.45454545454545453,0.6188769414575866,55.55555555555555,62.5,0.875,0.875,0.5,0.25,43.75,0.875,0.625,0.25,0.0,60.416666666666664,1.0,0.75,0.41666666666666663,0.25,57.57575757575757,65.9090909090909,45.45454545454545,61.36363636363637,46.2962962962963,54.166666666666664,33.33333333333333,51.388888888888886,59.444444444444436,67.5,47.5,63.33333333333333,49.0,31.0,-18.0,68.0,19.0,34.0,-15.0,19.0,44.0,29.5,-14.5,67.5,23.5,32.5,-11.5,23.5,54.0,37.0,-17.0,68.0,14.0,42.0,-12.0,17.0,46.0,30.5,-15.5,67.0,21.0,32.0,-14.0,21.0
U74,Teaching-Oriented/Liberal Arts,-,Midwest,~1k students,Beloit College,,,- None,- https://guides.beloit.edu/c.php?g=1340175 ,,,,"- None
- https://guides.beloit.edu/c.php?g=1340175",0.75,0.4583333333333333,0.05555555555555555,0.4166666666666667,0.3473660842081895,0.48484848484848486,0.42259786476868333,42.01388888888889,34.375,0.625,0.375,0.0,0.375,55.20833333333333,1.0,0.625,0.08333333333333333,0.5,36.45833333333333,0.625,0.375,0.08333333333333333,0.375,39.39393939393939,31.818181818181817,52.27272727272727,34.090909090909086,35.879629629629626,29.166666666666668,46.527777777777786,31.944444444444446,42.77777777777778,35.0,56.666666666666664,36.666666666666664,72.0,72.0,0.0,49.0,-23.0,70.0,-2.0,23.0,74.0,74.5,0.5,59.5,-14.5,73.5,-0.5,14.5,72.0,73.0,1.0,59.0,-13.0,69.0,-3.0,13.0,73.5,73.5,0.0,54.0,-19.5,74.0,0.5,19.5
U75,Teaching-Oriented/Liberal Arts,-,Midwest,~2k students,Lake Forest College,"- https://www.lakeforest.edu/its/policies
- https://www.lakeforest.edu/academic-resources/writing-center/ai-use-and-resources/ai-resources-for-students",,,,,,"- https://www.lakeforest.edu/academics/majors-and-minors/artificial-intelligence   
- https://www.lakeforest.edu/academics/human-grant","- https://www.lakeforest.edu/its/policies
- https://www.lakeforest.edu/academic-resources/writing-center/ai-use-and-resources/ai-resources-for-students
- https://www.lakeforest.edu/academics/majors-and-minors/artificial-intelligence
- https://www.lakeforest.edu/academics/human-grant",1.0,0.625,0.5555555555555555,0.25,0.4997504456327986,0.48484848484848486,0.6248517200474495,60.763888888888886,58.854166666666664,1.0,0.6875,0.41666666666666663,0.25,62.5,1.0,0.625,0.75,0.125,60.9375,1.0,0.5625,0.5,0.375,60.606060606060595,59.09090909090909,63.63636363636363,59.09090909090909,53.935185185185176,50.34722222222222,56.25,55.208333333333336,61.11111111111111,60.83333333333333,62.5,60.0,36.5,40.5,4.0,34.5,-2.0,33.0,-3.5,4.0,39.0,41.5,2.5,32.5,-6.5,35.5,-3.5,6.5,37.0,46.5,9.5,32.5,-4.5,33.0,-4.0,9.5,41.0,43.5,2.5,40.0,-1.0,38.5,-2.5,2.5
U76,Teaching-Oriented/Liberal Arts,-,Northeast,~2k students,Colby College,"- https://life.colby.edu/your-safety/community-values-conflict-resolution-and-restorative-practice/student-handbook/   
- https://docs.google.com/document/d/1YEzjDQjBBcs0mVumcDlALn6I248ZzyAnmXaRQajy3IE/edit?tab=t.0#heading=h.1fjrc1sqdrqn","- https://www.colby.edu/center-for-teaching-and-learning/resources/
- https://sites.google.com/colby.edu/explore-ai/teach-with-ai
- https://sites.google.com/colby.edu/explore-ai/ 
- https://docs.google.com/document/d/1Ti2TXYoe4PbjjYWwgoJvZRU5rK_7HSl6d8iK-3-2TMg/edit?tab=t.0","- https://sites.google.com/colby.edu/explore-ai
- https://davisinstituteai.colby.edu/",- https://libguides.colby.edu/ai,- https://life.colby.edu/your-safety/community-values-conflict-resolution-and-restorative-practice/student-handbook/,,- https://www.colby.edu/people/offices-directory/farnham-writers-center/fwc-ai-guidelines/ ,"- https://life.colby.edu/your-safety/community-values-conflict-resolution-and-restorative-practice/student-handbook/
- https://docs.google.com/document/d/1YEzjDQjBBcs0mVumcDlALn6I248ZzyAnmXaRQajy3IE/edit?tab=t.0#heading=h.1fjrc1sqdrqn
- https://www.colby.edu/center-for-teaching-and-learning/resources/
- https://sites.google.com/colby.edu/explore-ai/teach-with-ai
- https://sites.google.com/colby.edu/explore-ai/
- https://docs.google.com/document/d/1Ti2TXYoe4PbjjYWwgoJvZRU5rK_7HSl6d8iK-3-2TMg/edit?tab=t.0
- https://sites.google.com/colby.edu/explore-ai
- https://davisinstituteai.colby.edu/
- https://libguides.colby.edu/ai
- https://www.colby.edu/people/offices-directory/farnham-writers-center/fwc-ai-guidelines/",0.9166666666666666,0.6666666666666666,0.3888888888888889,0.25,0.2589767135221681,0.393939393939394,0.29755434782608703,55.55555555555556,61.458333333333336,0.875,0.625,0.5833333333333334,0.375,45.83333333333333,0.875,0.75,0.08333333333333333,0.125,59.375,1.0,0.625,0.5,0.25,56.06060606060607,61.36363636363637,47.72727272727273,59.09090909090909,47.68518518518518,56.94444444444445,34.027777777777786,52.083333333333336,57.77777777777777,61.66666666666667,51.66666666666667,60.0,46.5,32.5,-14.0,66.0,19.5,35.0,-11.5,19.5,48.0,37.5,-10.5,64.5,16.5,35.5,-12.5,16.5,49.0,29.0,-20.0,67.0,18.0,39.5,-9.5,20.0,51.5,41.5,-10.0,63.0,11.5,38.5,-13.0,13.0
U77,Teaching-Oriented/Liberal Arts,-,Northeast,~3k students,Wesleyan University,- https://www.wesleyan.edu/its/policies/Generative%20AI%20Policy.html ,- https://www.wesleyan.edu/cfcd/Generative%20AI%20Statement.html,,- https://libguides.wesleyan.edu/chatgpt   ,- https://www.wesleyan.edu/studentaffairs/studenthandbook/honor-code.html   ,,,"- https://www.wesleyan.edu/its/policies/Generative%20AI%20Policy.html
- https://www.wesleyan.edu/cfcd/Generative%20AI%20Statement.html
- https://libguides.wesleyan.edu/chatgpt
- https://www.wesleyan.edu/studentaffairs/studenthandbook/honor-code.html",0.9166666666666666,0.3333333333333333,0.05555555555555555,0.9166666666666666,0.6175084175084176,0.606060606060606,0.7909063260340633,55.55555555555556,53.125,1.0,0.25,0.0,0.875,56.77083333333333,0.875,0.3125,0.08333333333333333,1.0,56.77083333333333,0.875,0.4375,0.08333333333333333,0.875,46.96969696969697,43.18181818181818,47.72727272727273,50.0,53.24074074074075,50.0,55.90277777777778,53.81944444444445,51.11111111111111,47.5,51.66666666666666,54.166666666666664,46.5,51.0,4.5,44.5,-2.0,39.0,-7.5,7.5,66.0,69.0,3.0,64.5,-1.5,59.0,-7.0,7.0,41.0,48.0,7.0,34.5,-6.5,35.0,-6.0,7.0,61.5,66.0,4.5,64.0,2.5,59.0,-2.5,4.5
U78,Teaching-Oriented/Liberal Arts,-,Northeast,~3k students,Skidmore College,"- https://leds.domains.skidmore.edu/ethical-considerations-for-ai/ 
- https://leds.domains.skidmore.edu/generative-ai-tools-and-their-uses-for-teaching-learning/",- https://www.skidmore.edu/cltl/pedagogical-resources/gen-ai-pedagogical-resources.php,,,- https://leds.domains.skidmore.edu/sample-ai-syllabi-statements/,,- https://ai.domains.skidmore.edu/   ,"- https://leds.domains.skidmore.edu/ethical-considerations-for-ai/
- https://leds.domains.skidmore.edu/generative-ai-tools-and-their-uses-for-teaching-learning/
- https://www.skidmore.edu/cltl/pedagogical-resources/gen-ai-pedagogical-resources.php
- https://leds.domains.skidmore.edu/sample-ai-syllabi-statements/
- https://ai.domains.skidmore.edu/",0.6666666666666666,0.8333333333333334,0.2222222222222222,0.4166666666666667,0.1675103437117167,0.5151515151515151,0.3932384341637011,53.47222222222222,64.58333333333334,0.875,0.875,0.3333333333333333,0.5,53.64583333333333,0.625,0.8125,0.3333333333333333,0.375,42.1875,0.5,0.8125,0.0,0.375,56.06060606060607,65.9090909090909,56.81818181818182,45.45454545454545,46.2962962962963,56.94444444444444,47.56944444444444,34.375,59.44444444444444,69.16666666666667,59.166666666666664,50.0,54.5,28.0,-26.5,54.0,-0.5,65.5,11.0,26.5,48.0,29.5,-18.5,47.0,-1.0,64.5,16.5,18.5,54.0,30.0,-24.0,55.5,1.5,68.0,14.0,24.0,44.5,26.5,-18.0,46.0,1.5,63.0,18.5,18.5
U79,Teaching-Oriented/Liberal Arts,-,Northeast,~3k students,Lafayette College,- https://citls.lafayette.edu/generative-ai-in-higher-education/  ,"- https://citls.lafayette.edu/teaching-and-generative-ai/   
- https://citls.lafayette.edu/2024/10/28/generative-ai-resources/ ",,,,- https://citls.lafayette.edu/generative-ai/,- https://cwp.lafayette.edu/writing-and-generative-artificial-intelligence/ ,"- https://citls.lafayette.edu/generative-ai-in-higher-education/
- https://citls.lafayette.edu/teaching-and-generative-ai/
- https://citls.lafayette.edu/2024/10/28/generative-ai-resources/
- https://citls.lafayette.edu/generative-ai/
- https://cwp.lafayette.edu/writing-and-generative-artificial-intelligence/",0.8333333333333334,0.7916666666666666,0.5,0.6666666666666666,0.029482122815456147,0.42424242424242425,-0.006142098273572483,69.79166666666666,79.6875,0.875,0.8125,0.75,0.75,66.66666666666666,0.875,0.75,0.4166666666666667,0.625,63.02083333333333,0.75,0.8125,0.3333333333333333,0.625,69.69696969696969,79.54545454545455,65.9090909090909,63.63636363636363,65.97222222222221,78.125,61.80555555555556,57.98611111111111,71.66666666666666,80.0,68.33333333333333,66.66666666666667,12.0,7.0,-5.0,21.0,9.0,29.0,17.0,17.0,15.0,6.0,-9.0,26.5,11.5,30.0,15.0,15.0,11.0,5.0,-6.0,21.5,10.5,30.0,19.0,19.0,17.5,9.0,-8.5,25.0,7.5,27.0,9.5,9.5
